Score,Date,Scent
5,"December 15, 2019",Lilac Blossoms
5,"December 15, 2019",Honey Lavender Gelato
5,"December 15, 2019",Pink Sands
5,"December 15, 2019",White Gardenia
3,"December 15, 2019",Lilac Blossoms
5,"December 15, 2019",White Gardenia
1,"December 14, 2019",Pink Sands
5,"December 14, 2019",Pink Sands
5,"December 14, 2019",Pink Sands
5,"December 13, 2019",Lilac Blossoms
5,"December 13, 2019",Pink Sands
4,"December 13, 2019",Beach Walk
5,"December 13, 2019",Pink Sands
5,"December 13, 2019",Pink Sands
5,"December 13, 2019",Pink Sands
5,"December 13, 2019","Lavender, Lilac Blossoms"
4,"December 13, 2019",Lilac Blossoms
5,"December 12, 2019",Pink Sands
5,"December 12, 2019",Pink Sands
5,"December 12, 2019",Pink Sands
5,"December 12, 2019",Fresh Cut Roses
5,"December 12, 2019",Lilac Blossoms
5,"December 12, 2019",Pink Sands
5,"December 12, 2019",Honey Lavender Gelato
5,"December 12, 2019",Pink Sands
5,"December 12, 2019",White Gardenia
5,"December 12, 2019",Enchanted Moon
5,"December 11, 2019",Lilac Blossoms
5,"December 11, 2019",Lilac Blossoms
5,"December 10, 2019",Pink Sands
5,"December 9, 2019",Pink Sands
5,"December 9, 2019",Pink Sands
5,"December 9, 2019",Pink Sands
5,"December 9, 2019",Lilac Blossoms
1,"December 8, 2019",Pink Sands
2,"December 8, 2019",Lilac Blossoms
5,"December 7, 2019",Lilac Blossoms
5,"December 6, 2019",Pink Sands
5,"December 6, 2019",Lilac Blossoms
5,"December 6, 2019",Enchanted Moon
5,"December 6, 2019",Lilac Blossoms
5,"December 5, 2019",Pink Sands
5,"December 4, 2019",Pink Sands
5,"December 4, 2019",White Gardenia
1,"December 4, 2019",Enchanted Moon
5,"December 3, 2019",Lilac Blossoms
5,"December 3, 2019",Lilac Blossoms
5,"December 3, 2019",Pink Sands
5,"December 2, 2019",Fresh Cut Roses
5,"December 1, 2019",Lavender
1,"December 1, 2019",Pink Sands
3,"November 30, 2019",Lilac Blossoms
5,"November 28, 2019",Pink Sands
1,"November 28, 2019",Honey Lavender Gelato
5,"November 28, 2019",Wedding Day
5,"November 27, 2019",Pink Sands
1,"November 27, 2019",Lavender
5,"November 27, 2019",Pink Sands
5,"November 27, 2019",Lilac Blossoms
1,"November 26, 2019",Lavender Vanilla
5,"November 26, 2019",White Gardenia
5,"November 26, 2019",Pink Sands
1,"November 24, 2019",Lilac Blossoms
5,"November 24, 2019",Beach Walk
1,"November 24, 2019",Lavender
3,"November 23, 2019",Lavender
5,"November 23, 2019","Lavender, Lilac Blossoms"
2,"November 22, 2019",Pink Sands
5,"November 21, 2019","Lavender, Lilac Blossoms"
5,"November 20, 2019",Lilac Blossoms
5,"November 19, 2019",Fresh Cut Roses
5,"November 19, 2019",Sun & Sand
5,"November 19, 2019",Beach Walk
5,"November 17, 2019",Lavender
5,"November 14, 2019",Pink Sands
5,"November 14, 2019",Sun-Drenched Apricot Rose
5,"November 13, 2019","Lavender, Lilac Blossoms"
1,"November 12, 2019",Pink Sands
5,"November 9, 2019",Pink Sands
5,"November 9, 2019",Lavender
1,"November 9, 2019",Pink Sands
1,"November 8, 2019",Midnight Jasmine
5,"November 7, 2019",Beach Walk
5,"November 7, 2019",Honey Lavender Gelato
5,"November 6, 2019",Lavender Vanilla
5,"November 6, 2019",Pink Sands
5,"November 6, 2019",Pink Sands
5,"November 6, 2019",Tahitian Nights
5,"November 5, 2019",Pink Sands
4,"November 5, 2019",Pink Sands
5,"November 4, 2019",Pink Sands
1,"November 4, 2019",Lavender
5,"November 4, 2019",Pink Sands
5,"November 2, 2019",Pink Sands
4,"November 1, 2019",Pink Sands
5,"November 1, 2019",Lilac Blossoms
4,"October 31, 2019",Midnight Jasmine
5,"October 31, 2019",Pink Sands
5,"October 30, 2019",White Gardenia
1,"October 30, 2019",Beach Walk
5,"October 30, 2019",Pink Sands
5,"October 30, 2019","Lavender, Lilac Blossoms"
4,"October 29, 2019",Enchanted Moon
5,"October 29, 2019",Pink Sands
5,"October 28, 2019",Lilac Blossoms
5,"October 28, 2019",Pink Sands
5,"October 27, 2019",Midnight Jasmine
5,"October 26, 2019",Lilac Blossoms
5,"October 26, 2019",Summer Wish
5,"October 23, 2019",Honey Lavender Gelato
2,"October 21, 2019",Enchanted Moon
1,"October 19, 2019",Midnight Jasmine
5,"October 19, 2019",Midnight Jasmine
3,"October 18, 2019",Lavender Vanilla
5,"October 18, 2019",Lavender
1,"October 17, 2019",Pink Sands
5,"October 16, 2019",Pink Sands
5,"October 15, 2019",Pink Sands
5,"October 13, 2019",Enchanted Moon
2,"October 11, 2019",Pink Sands
5,"October 9, 2019",Pink Sands
5,"October 9, 2019",Wedding Day
5,"October 8, 2019",Lilac Blossoms
3,"October 8, 2019",Lilac Blossoms
2,"October 8, 2019",Lilac Blossoms
1,"October 7, 2019",Pink Sands
1,"October 7, 2019",Wedding Day
1,"October 5, 2019",Beach Walk
4,"October 4, 2019",Pink Sands
5,"September 30, 2019",Sun-Drenched Apricot Rose
5,"September 30, 2019",Lavender Vanilla
5,"September 28, 2019",Pink Sands
5,"September 26, 2019",A Calm & Quiet Place
1,"September 26, 2019",Pink Sands
5,"September 25, 2019",Lavender
5,"September 24, 2019",A Calm & Quiet Place
2,"September 22, 2019",Lavender Vanilla
5,"September 22, 2019",Lilac Blossoms
5,"September 22, 2019",Lavender Vanilla
1,"September 22, 2019",Blue Summer Sky
5,"September 19, 2019",Fresh Cut Roses
3,"September 19, 2019",Lavender
5,"September 19, 2019",Summer Wish
4,"September 19, 2019",Lavender Vanilla
5,"September 18, 2019",White Gardenia
5,"September 17, 2019",White Gardenia
5,"September 16, 2019",Pink Sands
5,"September 15, 2019",Lilac Blossoms
5,"September 14, 2019",Fresh Cut Roses
5,"September 13, 2019",Sun-Drenched Apricot Rose
1,"September 13, 2019",Beach Walk
5,"September 12, 2019",Lavender
1,"September 11, 2019",Wedding Day
5,"September 10, 2019",Lilac Blossoms
5,"September 8, 2019",Pink Sands
5,"September 5, 2019",Lilac Blossoms
5,"September 3, 2019",Lilac Blossoms
5,"September 3, 2019",Pink Sands
5,"September 2, 2019",Fresh Cut Roses
5,"September 1, 2019",Lilac Blossoms
5,"September 1, 2019",Lilac Blossoms
5,"August 31, 2019",Lilac Blossoms
5,"August 30, 2019",Pink Sands
5,"August 29, 2019",Enchanted Moon
1,"August 28, 2019",Beach Walk
5,"August 27, 2019",White Gardenia
5,"August 27, 2019",Wedding Day
1,"August 26, 2019",Fresh Cut Roses
4,"August 25, 2019",Lilac Blossoms
5,"August 25, 2019",Black Sand Beach
5,"August 25, 2019",Pink Sands
5,"August 25, 2019",Beach Walk
2,"August 24, 2019",White Gardenia
5,"August 23, 2019",Fresh Cut Roses
5,"August 23, 2019",Fresh Cut Roses
1,"August 22, 2019",Pink Sands
5,"August 21, 2019",Lilac Blossoms
5,"August 20, 2019",Lavender
3,"August 20, 2019",Pink Sands
5,"August 19, 2019",Sweet Nothings
5,"August 18, 2019",Lilac Blossoms
4,"August 18, 2019",Fresh Cut Roses
5,"August 17, 2019",Fresh Cut Roses
5,"August 17, 2019",Lilac Blossoms
5,"August 16, 2019",Lavender Vanilla
5,"August 16, 2019",Lavender
5,"August 15, 2019",Midnight Jasmine
5,"August 15, 2019",Fresh Cut Roses
1,"August 14, 2019",Honey Lavender Gelato
5,"August 14, 2019","Lavender, Lilac Blossoms"
2,"August 11, 2019",White Gardenia
3,"August 10, 2019",Lavender Vanilla
5,"August 9, 2019",Midnight Jasmine
2,"August 7, 2019",Fresh Cut Roses
5,"August 6, 2019",Summer Wish
5,"August 4, 2019",Fresh Cut Roses
2,"August 4, 2019",Fresh Cut Roses
5,"August 4, 2019",Beach Walk
3,"August 3, 2019",Lavender Vanilla
4,"August 3, 2019",Pink Sands
5,"August 1, 2019",Lavender
4,"August 1, 2019",Lilac Blossoms
5,"August 1, 2019",Lavender Vanilla
5,"July 30, 2019",Sun & Sand
5,"July 30, 2019",Fresh Cut Roses
5,"July 30, 2019",White Gardenia
5,"July 30, 2019",Pink Sands
5,"July 30, 2019",Lavender Vanilla
1,"July 29, 2019",Fresh Cut Roses
4,"July 29, 2019","Lavender, Lilac Blossoms"
3,"July 28, 2019",Beach Walk
4,"July 28, 2019",White Gardenia
5,"July 27, 2019",Lilac Blossoms
4,"July 27, 2019",Wedding Day
5,"July 27, 2019",Pink Sands
5,"July 26, 2019",Lilac Blossoms
5,"July 26, 2019",Lavender
1,"July 26, 2019",Pink Sands
5,"July 25, 2019",Beach Walk
5,"July 25, 2019",Lavender Vanilla
1,"July 24, 2019",White Gardenia
1,"July 24, 2019",Flowers in the Sun
3,"July 23, 2019",Fresh Cut Roses
5,"July 22, 2019",Lavender
5,"July 22, 2019",Lavender
5,"July 22, 2019",Fresh Cut Roses
5,"July 22, 2019",Pink Sands
5,"July 22, 2019",Pink Sands
5,"July 22, 2019",Beach Walk
5,"July 21, 2019",Lavender
5,"July 21, 2019",Midnight Jasmine
1,"July 21, 2019",Lavender
5,"July 21, 2019",Lavender Vanilla
1,"July 21, 2019",Pink Sands
3,"July 21, 2019",Fresh Cut Roses
5,"July 20, 2019","Lavender, Lilac Blossoms"
5,"July 20, 2019",Pink Sands
5,"July 20, 2019",Midnight Jasmine
5,"July 20, 2019",Lilac Blossoms
5,"July 20, 2019",Pink Sands
5,"July 19, 2019",White Gardenia
1,"July 19, 2019",White Gardenia
5,"July 19, 2019",Pink Sands
5,"July 19, 2019",Lavender
5,"July 19, 2019",White Gardenia
1,"July 19, 2019",Fresh Cut Roses
1,"July 18, 2019",Lavender
1,"July 18, 2019",Pink Sands
5,"July 18, 2019",Pink Sands
5,"July 18, 2019",Midnight Jasmine
5,"July 18, 2019",Pink Sands
5,"July 18, 2019",Lilac Blossoms
5,"July 18, 2019",White Gardenia
1,"July 17, 2019",White Gardenia
5,"July 17, 2019",Wedding Day
3,"July 17, 2019",Pink Sands
5,"July 17, 2019",Lilac Blossoms
5,"July 17, 2019",Midnight Jasmine
5,"July 17, 2019",Sun-Drenched Apricot Rose
5,"July 16, 2019",Fresh Cut Roses
5,"July 16, 2019",Midnight Jasmine
1,"July 15, 2019",Black Coconut
5,"July 15, 2019",White Gardenia
1,"July 15, 2019",Pink Sands
5,"July 14, 2019",Fresh Cut Roses
5,"July 13, 2019",Lilac Blossoms
5,"July 12, 2019",Pink Sands
5,"July 10, 2019",Pink Sands
4,"July 10, 2019",Fresh Cut Roses
4,"July 9, 2019",White Gardenia
4,"July 8, 2019",Pink Sands
5,"July 8, 2019",Lilac Blossoms
5,"July 8, 2019",Lilac Blossoms
5,"July 7, 2019",Fresh Cut Roses
5,"July 6, 2019",Midnight Jasmine
5,"July 6, 2019",Lavender
5,"July 6, 2019",Honey Lavender Gelato
5,"July 6, 2019",Pink Sands
5,"July 6, 2019",White Gardenia
2,"July 5, 2019",Pink Sands
5,"July 4, 2019",Pink Sands
5,"July 4, 2019",Lavender
1,"July 3, 2019",White Gardenia
5,"July 3, 2019",Fresh Cut Roses
5,"July 3, 2019","Lavender, Lilac Blossoms"
5,"July 2, 2019",Fresh Cut Roses
5,"July 2, 2019",Beach Walk
3,"July 2, 2019",White Gardenia
5,"July 2, 2019",Enchanted Moon
5,"July 2, 2019",Pink Sands
4,"July 2, 2019",Lilac Blossoms
5,"July 1, 2019",Fresh Cut Roses
5,"July 1, 2019",Pink Sands
5,"July 1, 2019",Lilac Blossoms
5,"June 30, 2019",Lavender Vanilla
5,"June 30, 2019",Pink Sands
3,"June 30, 2019",Lavender
5,"June 30, 2019",White Gardenia
2,"June 29, 2019",Lavender
4,"June 28, 2019",White Gardenia
5,"June 27, 2019",Lilac Blossoms
5,"June 27, 2019",Lavender
5,"June 27, 2019",Pink Sands
1,"June 27, 2019",Sun-Drenched Apricot Rose
4,"June 25, 2019",Pink Sands
5,"June 25, 2019",Lilac Blossoms
5,"June 24, 2019",Pink Sands
5,"June 23, 2019",White Gardenia
2,"June 23, 2019",Pink Sands
5,"June 23, 2019",Pink Sands
2,"June 22, 2019",White Gardenia
5,"June 21, 2019",White Gardenia
3,"June 20, 2019",Lilac Blossoms
1,"June 20, 2019",Lilac Blossoms
5,"June 20, 2019",Lavender
5,"June 20, 2019",Pink Sands
5,"June 17, 2019",Lilac Blossoms
5,"June 15, 2019",Pink Sands
5,"June 15, 2019","Lavender, Lilac Blossoms"
5,"June 15, 2019",Beach Walk
5,"June 14, 2019",Lilac Blossoms
1,"June 14, 2019",Blue Summer Sky
1,"June 14, 2019",Lilac Blossoms
5,"June 12, 2019",Pink Sands
5,"June 11, 2019",White Gardenia
5,"June 9, 2019",Black Sand Beach
5,"June 8, 2019",Sun-Drenched Apricot Rose
1,"June 8, 2019",Black Coconut
1,"June 7, 2019",Enchanted Moon
1,"June 7, 2019",Early Spring Bloom
5,"June 6, 2019",Beach Walk
5,"June 5, 2019",Pink Sands
5,"June 5, 2019","Lavender, Lilac Blossoms"
5,"June 5, 2019",Fresh Cut Roses
5,"June 4, 2019",Fresh Cut Roses
5,"June 2, 2019",Beach Walk
5,"June 1, 2019",Pink Sands
5,"May 30, 2019",Blue Summer Sky
5,"May 30, 2019",Pink Sands
5,"May 29, 2019",Lilac Blossoms
5,"May 29, 2019",Pink Sands
5,"May 29, 2019",Midnight Jasmine
5,"May 28, 2019",Lilac Blossoms
5,"May 27, 2019",Pink Sands
5,"May 25, 2019",Fresh Cut Roses
5,"May 25, 2019",Black Coconut
1,"May 25, 2019",Lavender Vanilla
5,"May 25, 2019",Lavender Vanilla
5,"May 22, 2019",Pink Sands
5,"May 22, 2019",Lavender
5,"May 21, 2019",Beach Walk
5,"May 19, 2019",Lilac Blossoms
5,"May 19, 2019",Midnight Jasmine
5,"May 19, 2019",Pink Sands
5,"May 19, 2019",Fresh Cut Roses
5,"May 18, 2019",Beach Walk
5,"May 18, 2019",Lilac Blossoms
5,"May 18, 2019",Pink Sands
5,"May 17, 2019",Pink Sands
5,"May 17, 2019",Midnight Jasmine
5,"May 17, 2019",Fresh Cut Roses
2,"May 16, 2019",Pink Sands
5,"May 16, 2019",Midnight Jasmine
5,"May 16, 2019",Pink Sands
5,"May 15, 2019",Midnight Jasmine
5,"May 14, 2019",Pink Sands
5,"May 13, 2019","Lavender, Lilac Blossoms"
5,"May 13, 2019",Lilac Blossoms
1,"May 12, 2019",Lavender
1,"May 12, 2019",Pink Sands
2,"May 11, 2019","Lavender, Lilac Blossoms"
5,"May 11, 2019",Lilac Blossoms
2,"May 10, 2019",Lilac Blossoms
1,"May 10, 2019",White Gardenia
5,"May 9, 2019",Fresh Cut Roses
5,"May 9, 2019",Fresh Cut Roses
5,"May 9, 2019",Black Coconut
5,"May 9, 2019",Lilac Blossoms
5,"May 8, 2019",Pink Sands
5,"May 8, 2019",Lavender Vanilla
5,"May 8, 2019",A Calm & Quiet Place
4,"May 7, 2019",White Gardenia
5,"May 7, 2019",Sun-Drenched Apricot Rose
5,"May 7, 2019",Pink Sands
5,"May 7, 2019",Pink Sands
1,"May 7, 2019",Fresh Cut Roses
5,"May 6, 2019",Lilac Blossoms
5,"May 6, 2019",Pink Sands
5,"May 6, 2019",Fresh Cut Roses
5,"May 5, 2019",Midnight Jasmine
5,"May 5, 2019",Honey Lavender Gelato
5,"May 5, 2019",Honey Lavender Gelato
5,"May 5, 2019",Fresh Cut Roses
5,"May 3, 2019",Midnight Jasmine
4,"May 3, 2019",Beach Walk
5,"May 1, 2019",Midnight Jasmine
5,"May 1, 2019",Lilac Blossoms
5,"April 30, 2019",Lavender
5,"April 30, 2019",Fresh Cut Roses
5,"April 30, 2019",Fresh Cut Roses
1,"April 29, 2019",Pink Sands
5,"April 28, 2019",Pink Sands
5,"April 28, 2019",Pink Sands
5,"April 28, 2019",Lilac Blossoms
5,"April 28, 2019",Pink Sands
1,"April 27, 2019",Pink Sands
5,"April 27, 2019",Pink Sands
3,"April 26, 2019",Sun-Drenched Apricot Rose
5,"April 26, 2019",Midnight Jasmine
5,"April 26, 2019",Lilac Blossoms
5,"April 26, 2019",Fresh Cut Roses
5,"April 26, 2019",Lilac Blossoms
5,"April 26, 2019",Beach Walk
1,"April 26, 2019",Lilac Blossoms
5,"April 25, 2019",Fresh Cut Roses
5,"April 25, 2019",Fresh Cut Roses
5,"April 24, 2019",Fresh Cut Roses
5,"April 23, 2019",Pink Sands
5,"April 23, 2019",Lilac Blossoms
5,"April 23, 2019",Lilac Blossoms
4,"April 22, 2019",Lavender Vanilla
5,"April 21, 2019",Lavender
5,"April 20, 2019",Fresh Cut Roses
5,"April 19, 2019",Blue Summer Sky
5,"April 19, 2019",Pink Sands
4,"April 19, 2019",Pink Sands
5,"April 18, 2019",Island Waterfall
5,"April 18, 2019",Fresh Cut Roses
1,"April 18, 2019",White Gardenia
4,"April 18, 2019",Flowers in the Sun
1,"April 16, 2019",White Gardenia
1,"April 16, 2019",Pink Sands
1,"April 15, 2019",Lilac Blossoms
5,"April 15, 2019",Pink Sands
5,"April 15, 2019",Midnight Jasmine
5,"April 14, 2019",Lavender
5,"April 14, 2019",Island Waterfall
2,"April 12, 2019",Lavender Vanilla
5,"April 12, 2019",Lavender Vanilla
5,"April 12, 2019",Pink Sands
5,"April 11, 2019",Fresh Cut Roses
5,"April 11, 2019",Pink Sands
5,"April 11, 2019",Lilac Blossoms
5,"April 11, 2019",Beach Walk
5,"April 10, 2019",Lilac Blossoms
5,"April 9, 2019",Fresh Cut Roses
3,"April 9, 2019",Lavender
2,"April 8, 2019",Blue Summer Sky
5,"April 7, 2019",White Gardenia
5,"April 7, 2019",Lilac Blossoms
5,"April 6, 2019",Midnight Jasmine
1,"April 6, 2019",Lilac Blossoms
5,"April 5, 2019",Flowers in the Sun
5,"April 5, 2019",White Gardenia
5,"April 4, 2019",Midnight Jasmine
5,"April 3, 2019",Island Waterfall
5,"April 2, 2019",Lavender
3,"April 2, 2019",Lavender
5,"April 2, 2019",Fresh Cut Roses
5,"April 1, 2019",Midnight Jasmine
1,"March 31, 2019",Lilac Blossoms
5,"March 30, 2019",Lavender
5,"March 30, 2019",Pink Peony
2,"March 30, 2019",Tahitian Nights
5,"March 29, 2019",Lavender
5,"March 29, 2019",Island Waterfall
3,"March 29, 2019",Sun-Drenched Apricot Rose
5,"March 29, 2019",Fresh Cut Roses
4,"March 29, 2019",Beach Walk
5,"March 29, 2019",Lavender
5,"March 28, 2019",White Gardenia
5,"March 28, 2019",Midnight Jasmine
5,"March 28, 2019",Midnight Jasmine
5,"March 25, 2019",Sun-Drenched Apricot Rose
5,"March 25, 2019",Beach Walk
5,"March 25, 2019",Sunset Fields
5,"March 25, 2019",White Gardenia
3,"March 25, 2019",Enchanted Moon
5,"March 23, 2019",A Calm & Quiet Place
4,"March 23, 2019",Beach Walk
5,"March 23, 2019",Lavender Vanilla
3,"March 23, 2019",Enchanted Moon
1,"March 22, 2019",Island Waterfall
5,"March 22, 2019",Tahitian Nights
5,"March 21, 2019",Lavender Vanilla
5,"March 19, 2019",Fresh Cut Roses
5,"March 19, 2019",Beach Walk
5,"March 18, 2019",Sweet Nothings
5,"March 18, 2019",Pink Sands
5,"March 18, 2019",Pink Sands
5,"March 18, 2019",Sweet Nothings
5,"March 18, 2019",Island Waterfall
5,"March 17, 2019",Lilac Blossoms
5,"March 17, 2019",Sun & Sand
1,"March 16, 2019",Lavender
5,"March 15, 2019",Lavender
5,"March 13, 2019",Lavender Vanilla
5,"March 12, 2019",Pink Sands
5,"March 12, 2019",A Calm & Quiet Place
5,"March 11, 2019",Lavender
5,"March 10, 2019",Fresh Cut Roses
5,"March 9, 2019",Pink Sands
5,"March 9, 2019",Pink Sands
2,"March 8, 2019",Lavender
5,"March 8, 2019",Pink Sands
3,"March 8, 2019",Pink Sands
5,"March 7, 2019",Tahitian Nights
5,"March 5, 2019",Sun & Sand
5,"March 4, 2019",Pink Sands
4,"March 4, 2019",Fresh Cut Roses
5,"March 3, 2019",Pink Sands
5,"March 3, 2019",Fresh Cut Roses
5,"March 1, 2019",Fresh Cut Roses
5,"February 28, 2019",Fresh Cut Roses
5,"February 27, 2019",Fresh Cut Roses
5,"February 27, 2019",Pink Sands
5,"February 27, 2019",Pink Sands
5,"February 26, 2019",Beach Walk
4,"February 26, 2019",Pink Sands
5,"February 26, 2019",Lavender
4,"February 26, 2019",Lavender
5,"February 26, 2019",Sun-Drenched Apricot Rose
2,"February 25, 2019",Early Spring Bloom
4,"February 25, 2019",White Gardenia
5,"February 25, 2019","Lavender, Lilac Blossoms"
5,"February 25, 2019",Pink Sands
4,"February 23, 2019",Fresh Cut Roses
5,"February 23, 2019",Honey Lavender Gelato
4,"February 23, 2019",Lilac Blossoms
5,"February 23, 2019",Pink Sands
5,"February 22, 2019",Midnight Jasmine
5,"February 22, 2019",Sun-Drenched Apricot Rose
5,"February 22, 2019",Beach Walk
5,"February 21, 2019",Lavender
1,"February 21, 2019",Blue Summer Sky
1,"February 21, 2019",Beach Walk
5,"February 20, 2019",Pink Peony
1,"February 20, 2019",Enchanted Moon
5,"February 20, 2019",Pink Sands
5,"February 19, 2019","Lavender, Lilac Blossoms"
3,"February 18, 2019",Sun-Drenched Apricot Rose
1,"February 17, 2019",Beach Walk
5,"February 17, 2019",Lilac Blossoms
1,"February 16, 2019",Blue Summer Sky
5,"February 15, 2019",Beach Walk
5,"February 15, 2019",Fresh Cut Roses
3,"February 14, 2019",Beach Walk
5,"February 13, 2019",Pink Sands
5,"February 12, 2019",Fresh Cut Roses
5,"February 12, 2019",Lavender
5,"February 12, 2019",A Calm & Quiet Place
5,"February 12, 2019",Enchanted Moon
5,"February 12, 2019",Lavender
5,"February 12, 2019",Sun-Drenched Apricot Rose
5,"February 11, 2019",Pink Sands
5,"February 10, 2019",Lilac Blossoms
5,"February 10, 2019",Pink Sands
5,"February 8, 2019",Lilac Blossoms
5,"February 8, 2019",Fresh Cut Roses
4,"February 8, 2019",Pink Sands
1,"February 7, 2019",Fresh Cut Roses
5,"February 6, 2019",Pink Sands
2,"February 6, 2019",Beach Walk
5,"February 6, 2019",Midnight Jasmine
1,"February 6, 2019",Midnight Jasmine
2,"February 6, 2019",Lavender
5,"February 5, 2019",Pink Sands
5,"February 5, 2019",Fresh Cut Roses
5,"February 5, 2019",Enchanted Moon
5,"February 5, 2019",White Gardenia
4,"February 5, 2019",Lilac Blossoms
5,"February 5, 2019",White Gardenia
5,"February 5, 2019",Pink Sands
5,"February 4, 2019",Lilac Blossoms
5,"February 3, 2019",Sweet Nothings
5,"February 3, 2019",Lilac Blossoms
5,"February 3, 2019",Beach Walk
5,"February 3, 2019",Beach Walk
5,"February 3, 2019",Lilac Blossoms
5,"February 2, 2019",Pink Sands
5,"February 2, 2019",Lavender
4,"February 2, 2019",Sun & Sand
5,"February 1, 2019",Pink Sands
4,"February 1, 2019",Pink Sands
5,"February 1, 2019",Midnight Jasmine
5,"February 1, 2019",Fresh Cut Roses
5,"February 1, 2019",Pink Sands
1,"January 31, 2019",Beach Walk
2,"January 31, 2019",Fresh Cut Roses
5,"January 31, 2019",Beach Walk
5,"January 30, 2019",Lavender
1,"January 30, 2019",Fresh Cut Roses
5,"January 29, 2019",Midnight Jasmine
5,"January 29, 2019",Wedding Day
5,"January 28, 2019",Lilac Blossoms
5,"January 28, 2019",Fresh Cut Roses
5,"January 27, 2019",Wedding Day
5,"January 27, 2019",Pink Sands
5,"January 27, 2019",Midnight Jasmine
5,"January 27, 2019",Pink Sands
5,"January 27, 2019","Lavender, Lilac Blossoms"
5,"January 26, 2019",Beach Walk
4,"January 26, 2019",White Gardenia
1,"January 26, 2019",White Gardenia
5,"January 25, 2019",White Gardenia
5,"January 25, 2019",Fresh Cut Roses
5,"January 24, 2019",Pink Sands
5,"January 24, 2019",Lilac Blossoms
5,"January 24, 2019",Lavender
5,"January 23, 2019",Fresh Cut Roses
2,"January 23, 2019",Beach Walk
5,"January 23, 2019",Fresh Cut Roses
5,"January 23, 2019",White Gardenia
5,"January 23, 2019",Lavender
3,"January 22, 2019",Enchanted Moon
5,"January 22, 2019",Lilac Blossoms
5,"January 22, 2019",Fresh Cut Roses
5,"January 22, 2019",Pink Sands
1,"January 21, 2019",Fresh Cut Roses
5,"January 21, 2019",Midnight Jasmine
5,"January 21, 2019",Pink Sands
5,"January 21, 2019",Sun-Drenched Apricot Rose
5,"January 20, 2019",Wedding Day
5,"January 20, 2019",White Gardenia
5,"January 19, 2019",Midnight Jasmine
5,"January 19, 2019",Beach Walk
5,"January 19, 2019",Beach Walk
5,"January 19, 2019",White Gardenia
5,"January 18, 2019",Fresh Cut Roses
5,"January 18, 2019",Pink Sands
5,"January 17, 2019",Island Waterfall
5,"January 17, 2019",Pink Sands
5,"January 16, 2019",Lavender
5,"January 16, 2019",Fresh Cut Roses
5,"January 15, 2019",White Gardenia
5,"January 15, 2019",Lavender
5,"January 15, 2019",Lilac Blossoms
5,"January 15, 2019",Lavender
5,"January 15, 2019",Pink Sands
5,"January 15, 2019",Lilac Blossoms
5,"January 14, 2019",Pink Sands
5,"January 14, 2019",Black Coconut
2,"January 13, 2019",Lilac Blossoms
4,"January 13, 2019",Pink Sands
5,"January 13, 2019",Pink Sands
5,"January 13, 2019",Fresh Cut Roses
5,"January 13, 2019",Beach Walk
5,"January 12, 2019",Lilac Blossoms
5,"January 11, 2019",Pink Sands
1,"January 11, 2019",White Gardenia
5,"January 9, 2019",Beach Walk
5,"January 8, 2019",Pink Sands
5,"January 8, 2019",Lilac Blossoms
5,"January 8, 2019",Pink Sands
5,"January 8, 2019",Pink Sands
4,"January 8, 2019",Lavender
5,"January 7, 2019",Pink Sands
5,"January 7, 2019",Lilac Blossoms
1,"January 6, 2019",Fresh Cut Roses
5,"January 6, 2019",Lavender
5,"January 6, 2019",Pink Sands
5,"January 5, 2019",Lilac Blossoms
5,"January 5, 2019",Lavender
5,"January 5, 2019",Pink Sands
5,"January 4, 2019",White Gardenia
3,"January 4, 2019",Lavender
4,"January 4, 2019",Lilac Blossoms
5,"January 4, 2019",White Gardenia
5,"January 4, 2019",Pink Sands
5,"January 3, 2019",Lilac Blossoms
5,"January 3, 2019",Midnight Jasmine
5,"January 3, 2019",Lilac Blossoms
5,"January 3, 2019",White Gardenia
5,"January 3, 2019",Pink Sands
5,"January 2, 2019",Lilac Blossoms
5,"January 2, 2019",Lavender Vanilla
5,"January 2, 2019",Beach Walk
5,"January 2, 2019",Lavender Vanilla
5,"January 1, 2019",Fresh Cut Roses
5,"January 1, 2019",Lilac Blossoms
5,"December 31, 2018",Midnight Jasmine
5,"December 31, 2018",Lavender Vanilla
5,"December 31, 2018",Lilac Blossoms
5,"December 31, 2018",Midnight Jasmine
5,"December 30, 2018",Fresh Cut Roses
5,"December 30, 2018",Lavender
5,"December 29, 2018",Lilac Blossoms
5,"December 29, 2018",Lilac Blossoms
1,"December 29, 2018",Midnight Jasmine
5,"December 27, 2018",Pink Sands
5,"December 27, 2018",Fresh Cut Roses
5,"December 27, 2018",Pink Sands
5,"December 27, 2018",White Gardenia
5,"December 26, 2018",Lavender
1,"December 26, 2018",Pink Sands
5,"December 25, 2018",Beach Walk
5,"December 25, 2018",Pink Sands
5,"December 25, 2018",Lilac Blossoms
5,"December 25, 2018",Lilac Blossoms
5,"December 25, 2018",Lavender
5,"December 23, 2018",Pink Sands
5,"December 23, 2018",Lilac Blossoms
5,"December 23, 2018",Fresh Cut Roses
5,"December 22, 2018",Pink Sands
1,"December 21, 2018",Pink Sands
5,"December 21, 2018","Lavender, Lilac Blossoms"
5,"December 21, 2018",Lavender
5,"December 20, 2018",Pink Sands
5,"December 20, 2018",Midnight Jasmine
5,"December 19, 2018",Midnight Jasmine
5,"December 19, 2018",Pink Sands
